delta_power,delta_power_abs,power_before_mean,power_before_std,steady_state_mean,steady_state_std,steady_state_max,steady_state_min,rise_time_seconds,time_of_day_hour,is_nighttime,direction,label
-57.41195134849286,57.41195134849286,283.8709677419355,12.021486140750572,226.45901639344262,4.734883914422834,231.0,219.0,60,10,0,0,Washer_Dryer
-254.69381279746167,254.69381279746167,479.6774193548387,353.8174093226405,224.98360655737704,2.5396312283393203,230.0,222.0,60,11,0,0,Freezer
-44.54706504494976,44.54706504494976,254.1290322580645,9.11680476001642,209.58196721311475,1.8238702618992497,213.0,207.0,60,12,0,0,Washer_Dryer
-572.2199894235853,572.2199894235853,2278.5806451612902,84.58399146944548,1706.360655737705,669.7477891661131,2731.0,943.0,60,12,0,1,Washer_Dryer
43.39450026441034,43.39450026441034,593.0645161290323,25.094402408865303,636.4590163934427,26.058635018288914,673.0,592.0,0,13,0,1,Freezer
-488.2956107879429,488.2956107879429,1328.967741935484,71.73120374981764,840.672131147541,225.8543572977562,1263.0,584.0,60,13,0,0,Freezer
-509.8847170809096,509.8847170809096,1306.032258064516,44.64264319457182,796.1475409836065,203.7057384288731,1107.0,584.0,60,13,0,0,Freezer
-43.69645690111054,43.69645690111054,232.51612903225808,72.01567929635969,188.81967213114754,6.596737063936261,197.0,178.0,60,13,0,0,Washer_Dryer
-130.47382337387626,130.47382337387626,521.0967741935484,21.97324864270139,390.62295081967216,10.507400462572763,404.0,375.0,60,15,0,0,Washer_Dryer
71.78291909042838,71.78291909042838,187.25806451612902,13.720951720964267,259.0409836065574,2.9725060722775276,262.5,252.0,0,16,0,1,Washer_Dryer
48.78001057641458,48.78001057641458,253.58064516129033,9.225956837634374,302.3606557377049,2.543179026895576,306.0,295.0,0,16,0,1,Freezer
-58.023268112109974,58.023268112109974,291.5806451612903,10.791274850694231,233.55737704918033,1.9452899540851183,236.0,231.0,60,16,0,0,Fridge
-54.258064516129025,54.258064516129025,285.258064516129,10.452966857741025,231.0,1.4719601443879744,233.0,229.0,60,19,0,0,Fridge
99.41935483870967,99.41935483870967,224.58064516129033,31.28021120298304,324.0,36.270166804138086,347.5,261.0,0,22,1,1,Washer_Dryer
-147.19830777366468,147.19830777366468,453.9032258064516,234.37681268116233,306.7049180327869,2.06836700720707,311.0,300.0,60,22,1,0,Freezer
-50.65256478053939,50.65256478053939,281.19354838709677,9.61047815265092,230.54098360655738,2.2254121003520773,233.0,227.0,60,23,1,0,Fridge
-95.00687466948702,95.00687466948702,299.5806451612903,13.134621409461808,204.5737704918033,15.939948783265109,229.0,194.0,60,23,1,0,Freezer
74.63670015864622,74.63670015864622,189.83870967741936,14.348279279396882,264.4754098360656,2.2480106566847735,267.0,257.0,0,1,1,1,Washer_Dryer
51.30460074034903,51.30460074034903,256.5806451612903,11.089857809573536,307.88524590163934,4.461309077896821,315.0,304.0,0,4,1,1,Freezer
-56.721311475409834,56.721311475409834,242.0,10.305338422390601,185.27868852459017,1.2926864474288111,187.0,184.0,60,5,1,0,Washer_Dryer
18.29984135378109,18.29984135378109,229.29032258064515,76.52502577518334,247.59016393442624,206.47125522690237,641.0,138.0,0,7,0,1,Fridge
-252.9936541512427,252.9936541512427,393.38709677419354,214.3956898539637,140.39344262295083,4.013637952965656,148.0,138.0,60,7,0,0,Fridge
167.62506610259123,167.62506610259123,236.1290322580645,22.505913201473476,403.75409836065575,39.47220783357362,529.0,357.0,19,8,0,1,Fridge
-82.84822845055527,82.84822845055527,315.258064516129,16.089267109754633,232.40983606557376,2.5191073100096917,236.0,229.0,60,9,0,0,Washer_Dryer
38.348492860920146,38.348492860920146,338.258064516129,27.98924524638643,376.60655737704917,20.18355658163727,447.0,356.0,26,9,0,1,Washer_Dryer
375.76203067160236,375.76203067160236,602.483870967742,57.860101951599276,978.2459016393443,333.5678169796813,1683.0,722.0,32,10,0,1,Freezer
-90.36753040719196,90.36753040719196,400.5806451612903,16.142643718937713,310.21311475409834,3.4550193154229043,315.0,306.0,60,10,0,0,Washer_Dryer
-60.879693283976735,60.879693283976735,348.83870967741933,9.581568327414006,287.9590163934426,9.790001311698589,299.0,270.0,60,10,0,0,Freezer
60.12004230565839,60.12004230565839,320.3225806451613,76.80771970610515,380.44262295081967,203.58491468264242,734.0,263.0,0,11,0,1,Freezer
98.55367530407193,98.55367530407193,355.7741935483871,12.99925556181162,454.327868852459,20.304943003675575,513.0,425.0,13,12,0,1,Washer_Dryer
-102.73611845584344,102.73611845584344,703.0967741935484,52.47180502499075,600.360655737705,94.36207444146284,660.0,421.0,60,12,0,0,Freezer
59.977260708619724,59.977260708619724,589.6129032258065,146.1733394340101,649.5901639344262,6.914663282185975,660.0,643.0,0,12,0,1,Freezer
-9.795610787942849,9.795610787942849,277.46774193548384,15.071460603776357,267.672131147541,95.17115657443618,442.0,209.0,60,13,0,1,Washer_Dryer
260.21047065044945,260.21047065044945,515.8387096774194,26.968619757282777,776.0491803278688,390.5809957072288,1642.0,485.0,43,14,0,0,Fridge
-78.45055526176623,78.45055526176623,1030.516129032258,16.44966254515461,952.0655737704918,7.249985867708103,962.0,931.0,60,15,0,0,Freezer
74.52035959809626,74.52035959809626,215.74193548387098,156.87998974628886,290.26229508196724,205.88345421939925,1061.0,234.0,0,17,0,1,Freezer
-65.67583289264937,65.67583289264937,301.7741935483871,297.1870016984165,236.0983606557377,2.5541137930326365,240.0,234.0,60,17,0,0,Freezer
48.833421470121635,48.833421470121635,190.83870967741936,9.68881408014262,239.672131147541,1.1792838430647903,242.0,238.0,0,20,0,1,Freezer
226.88524590163934,226.88524590163934,207.0,141.2373888175507,433.88524590163934,348.4392390054377,968.0,209.0,0,22,1,1,Freezer
49.349550502379714,49.349550502379714,191.32258064516128,9.417668135917701,240.672131147541,1.7197026048652506,242.0,238.0,0,23,1,1,Freezer
53.98202009518772,53.98202009518772,214.90322580645162,108.03374622117224,268.88524590163934,121.12488023532514,797.0,236.0,0,0,1,1,Freezer
-13.995240613432031,13.995240613432031,255.29032258064515,180.44836630799907,241.29508196721312,2.4788724741642927,244.0,236.0,60,0,1,0,Freezer
198.39529349550503,198.39529349550503,208.11290322580646,149.381040166717,406.5081967213115,349.20703615242445,1013.0,207.0,0,1,1,1,Freezer
-89.18720253833948,89.18720253833948,279.5806451612903,117.01304035407004,190.39344262295083,2.865185791093893,195.0,187.0,60,2,1,0,Fridge
-445.20412480169216,445.20412480169216,685.5483870967741,484.55793177628607,240.34426229508196,1.9906887074715236,244.0,236.0,60,2,1,0,Freezer
48.73030142781596,48.73030142781596,196.5483870967742,9.369591629939267,245.27868852459017,1.495896025141048,247.0,240.0,0,5,1,1,Freezer
178.92490745637232,178.92490745637232,206.41935483870967,135.5934546585364,385.344262295082,317.6393072467523,937.0,201.0,0,5,1,1,Washer_Dryer
-343.41353781068216,343.41353781068216,547.7741935483871,383.1253676172173,204.36065573770492,2.9042083653739783,208.0,201.0,60,5,1,0,Washer_Dryer
-110.04547858276047,110.04547858276047,265.2258064516129,19.75299079029022,155.18032786885246,2.39101231504783,159.0,152.0,60,11,0,0,Fridge
-56.60761501850874,56.60761501850874,198.93548387096774,15.478879123655277,142.327868852459,6.260248428178683,150.0,133.0,60,11,0,0,Washer_Dryer
79.89053410893709,79.89053410893709,142.32258064516128,15.913070302478177,222.21311475409837,3.8820731321394097,227.0,211.0,0,11,0,1,Fridge
